병원명,전화번호,소재지,사업자등록번호,,,,
바이웰동물병원,,경기도 포천시 신읍동,,,,,
바하동물병원,314258875,경기도 안양시 동안구 평촌동,,,,,
박 동물병원,512027002,부산광역시 사하구 당리동,,,,,
박동물병원,632613125,전라북도 완주군 봉동읍 장기리,,,,,
박동물병원,,경상남도 합천군 가야면 야천리,,,,,
박동물병원,,경상북도 봉화군 봉화읍 내성리,,,,,
박동물병원,,충청북도 충주시 금릉동,,,,,
박동물병원,539593959,대구광역시 동구 신암동,,,,,
박동물병원,543725506,경상북도 청도군 풍각면 송서리,,,,,
박동물병원,236655982,서울특별시 강서구 내발산동,,,,,
박동물병원,613512737,전라남도 영광군 영광읍 교촌리,,,,,
박동물병원,636524007,전라북도 순창군 순창읍 남계리,,,,,
박동물병원,,대구광역시 동구 신암동,,,,,
박동물병원,539593959,대구광역시 동구 신암동,,,,,
박동물병원,,울산광역시 울주군 언양읍 동부리,,,,,
박동물병원,633225698,전라북도 무주군 무주읍 당산리,,,,,
박명기 동물병원,,경상남도 합천군 초계면 초계리,,,,,
박물관옆동물병원,535268234,대구광역시 달서구 본동,,,,,
박성식동물병원,553363636,경상남도 김해시 동상동,,,,,
박성준 동물병원,,경상북도 군위군 군위읍 동부리,,,,,
박수의과동물병원,552562487,경상남도 창원시 마산회원구 회성동,,,,,
박순복동물병원,,대구광역시 동구 효목동,,,,,
박영재 동물병원,,전라북도 전주시 완산구 서서학동,,,,,
박영학동물병원,545319930,경상북도 상주시 복룡동,,,,,
박인석 동물병원,613358275,전라남도 나주시 남평읍 교촌리,,,,,
박종현동물병원,517444179,부산광역시 수영구 민락동,,,,,
박지호 동물병원,,울산광역시 울주군 삼남면 방기리,,,,,
박창석종합동물병원,264057582,서울특별시 마포구 도화동,,,,,
박창언 동물병원,517827275,부산광역시 해운대구 재송동,,,,,
박철환동물병원,222447479,서울특별시 동대문구 장안동,,,,,
박학규동물병원,,,,,,,
박한준종합동물병원,313157582,경기도 시흥시 대야동,,,,,
박형우동물병원,24888275,서울특별시 강동구 성내동,,,,,
박효리군 동물병원,23260275,서울특별시 마포구 망원동,,,,,
반디동물병원,327248575,인천광역시 부평구 삼산동,169-21-00283,,,,
반디동물병원,24610079,,,,,,
반딧불 동물병원,319042345,경기도 고양시 일산서구 주엽동,,,,,
반딧불동물병원,,전라북도 무주군 무주읍 읍내리,,,,,
반려동물 의료센터 다울,234730911,서울특별시 서초구 방배동,114-10-79824,,,,
반려동물암센터,317095500,경기도 성남시 분당구 서현동,,,,,
반석가금진료연구소,435356426,충청북도 음성군 대소면 대풍리,,,,,
반석동물병원,,,,,,,
반석동물병원(출장전문병원),613245544,전라남도 함평군 함평읍 내교리,,,,,
반송동물병원,515450041,부산광역시 해운대구 반송동,,,,,
반여착한동물병원,519277575,부산광역시 해운대구 반여동,,,,,
반월동물병원,314070075,경기도 안산시 상록구 건건동,,,,,
반창꼬동물병원,318582918,경기도 양주시 옥정동,,,,,
반포자이동물병원,234763535,서울특별시 서초구 반포동,,,,,
반포한강동물병원,234777667,서울특별시 서초구 반포동,,,,,
발라드동물병원 (출장전문동물병원),316727831,경기도 안성시 일죽면 송천리,,,,,
발안종합동물병원,313538050,경기도 화성시 향남읍 평리,,,,,
밝은동물병원,629623141,광주광역시 광산구 월곡동,,,,,
방배한강동물병원,25937667,서울특별시 서초구 방배동,,,,,
방실웃는 동물병원,312121999,경기도 수원시 영통구 매탄동,,,,,
방어진 행복한 동물병원,522357585,울산광역시 동구 방어동,,,,,
방주동물병원,622687989,광주광역시 북구 오치동,,,,,
방주동물의료센터,24763927,서울특별시 강동구 성내동,,,,,
방주종합동물병원,24549975,서울특별시 광진구 중곡동,,,,,
방학동물병원,234940075,서울특별시 도봉구 방학동,,,,,
방학동물외과센터,234940075,서울특별시 도봉구 방학동,,,,,
배곧도담동물병원,,경기도 시흥시 정왕동,,,,,
배곧동물병원,315036611,경기도 시흥시 정왕동,,,,,
배곧코코동물병원,314340863,경기도 시흥시 정왕동,,,,,
배박사 동물병원,522810906,울산광역시 북구 상안동,,,,,
배방동물병원,415410275,충청남도 아산시 배방읍 북수리,,,,,
배산 동물병원,517551175,부산광역시 기장군 기장읍 대라리,,,,,
배선생펫스토리동물병원,629517585,광주광역시 광산구 신가동,,,,,
백 동물병원,,충청남도 당진시 읍내동,,,,,
백 동물병원,,충청남도 당진군 당진읍 읍내리,,,,,
백남수동물병원,613737406,전라남도 화순군 화순읍 일심리,,,,,
백년동물병원,23732923,서울특별시 서대문구 홍은동,,,,,
백동물병원,559440298,경상남도 거창군 거창읍 김천리,,,,,
백동물병원,418353760,충청남도 부여군 부여읍 구아리,,,,,
백동물병원,437448275,충청북도 영동군 영동읍 계산리,,,,,
백두동물병원,549118275,경상북도 김천시 황금동,,,,,
백두동물병원,1199041398,경상북도 상주시 공성면 옥산리,,,,,
백두산동물병원,315421023,경기도 포천시 소흘읍 송우리,,,,,
백령동물병원,,인천광역시 옹진군 백령면 진촌리,,,,,
백록동물병원,647471375,제주특별자치도 제주시 외도일동,,,,,
백마동물병원,319078275,경기도 고양시 일산동구 마두동,128-19-31332,,,,
백마동물병원,325281359,인천광역시 부평구 부평동,,,,,
백산동물병원,,경상북도 의성군 안계면 용기리,,,,,
백산동물병원,25116364,서울특별시 강남구 역삼동,,,,,
백산동물병원,318833030,경기도 여주시 하동,,,,,
백석동물병원,,충청남도 천안시 서북구 백석동,,,,,
백석동물병원,318797433,경기도 양주시 백석읍 오산리,,,,,
백수동물병원,613527227,전라남도 영광군 백수읍 천마리,,,,,
백슬동물병원,23937588,서울특별시 중구 만리동2가,,,,,
백슬동물병원,324377582,인천광역시 남동구 구월동,897-36-00887,,,,
백암동물병원,313361245,경기도 용인시 처인구 백암면 근창리,,,,,
백양동물병원,513327588,부산광역시 북구 만덕동,,,,,
백제 가축병원,,충청남도 당진군 합덕읍 운산리,,,,,
백제 가축병원,,충청남도 당진시 합덕읍 운산리,,,,,
백제동물병원,,전라남도 강진군 강진읍 동성리,,,,,
백제동물병원,623688288,광주광역시 서구 광천동,,,,,
백현 동물병원,317057511,경기도 성남시 분당구 백현동,,,,,
백현Se동물병원,312755275,경기도 용인시 기흥구 동백동,789-33-00192,,,,
백호동물병원,556737194,경상남도 고성군 고성읍 서외리,,,,,
밴스(vans)동물병원,,경기도 화성시 영천동,,,,,
버디종합동물병원,319531183,경기도 파주시 문산읍 문산리,,,,,
버팔로 동물병원,,경상북도 군위군 군위읍 서부리,,,,,
벌교동물병원,,전라남도 보성군 벌교읍 벌교리,,,,,
범방동물병원,,경상북도 구미시 선산읍 완전리,,,,,
범서조은동물병원,522487582,울산광역시 울주군 범서읍 천상리,,,,,
범어동물병원,537519323,대구광역시 수성구 범어동,,,,,
범어동물의료센터,537167585,대구광역시 수성구 수성동3가,189-62-00257,,,,
베리떼 동물병원,327104575,인천광역시 연수구 송도동,,,,,
베스트,329349340,인천광역시 강화군 강화읍 갑곳리,,,,,
베스트 동물병원,428227515,대전광역시 유성구 상대동,308-16-65868,,,,
베스트 종합 동물병원,56688758885,대구광역시 달서구 감삼동,,,,,
베스트 종합동물병원,552667581,경상남도 창원시 상남동,,,,,
베스트 프렌즈 동물병원,,경기도 평택시 신장동,,,,,
베스트고양이병원,623847582,광주광역시 서구 쌍촌동,,,,,
베스트동물병원,312687582,경기도 수원시 장안구 천천동,,,,,
베스트동물병원,623755110,광주광역시 서구 쌍촌동,,,,,
베스트동물병원,166008392,경기도 화성시 진안동,,,,,
베스트동물병원,544768274,경상북도 구미시 진평동,,,,,
베스트동물병원,339227582,강원도 강릉시 옥천동,,,,,
베스트팜R동물병원(출장진료전문병원),,경상남도 진주시 사봉면 사곡리,,,,,
베이동물병원,27497588,서울특별시 용산구 이촌동,,,,,
베이지동물병원,222959888,서울특별시 성동구 하왕십리동,,,,,
베이직 동물병원,513425999,부산광역시 북구 만덕동,,,,,
베테랑P&K동물병원,312821315,경기도 용인시 기흥구 신갈동,463-87-01588,,,,
베테랑P&K동물병원 동탄점,,경기도 화성시 산척동,,,,,
베테랑P&K동물병원 평택점,316848882,경기도 평택시 청북읍 옥길리,548-85-01380,,,,
베테랑동물병원 청라점,,인천광역시 서구 청라동,,,,,
베트문동물병원,537849971,대구광역시 수성구 범물동,,,,,
벡스코 동물병원,517152228,부산광역시 해운대구 우동,892-26-00807,,,,
벧엘동물병원,522626797,울산광역시 울주군 두동면 봉계리,,,,,
벨라동물병원,28598775,서울특별시 구로구 구로동,,,,,
벳케어 동물병원,319210117,경기도 고양시 일산서구 가좌동,,,,,
변수의과의원,539832069,대구광역시 동구 검사동,,,,,
변정수동물병원(산업동물출장전문동물병원),,경상남도 함안군 가야읍 말산리,,,,,
별난동물병원,29059119,서울특별시 도봉구 쌍문동,,,,,
별내동물병원,315750059,경기도 남양주시 별내동,,,,,
별빛동물병원,,경상북도 영천시 북안면 임포리,,,,,
별사랑동물병원,315744975,경기도 남양주시 별내동,132-27-43093,,,,
병구동물병원,,전라북도 무주군 안성면 장기리,,,,,
병천동물병원,415557008,충청남도 천안시 동남구 병천면 병천리,,,,,
보경동물병원,559433988,경상남도 거창군 거창읍 대동리,,,,,
보경동물병원,535599020,대구광역시 서구 비산동,,,,,
보경동물병원,553559985,경상남도 밀양시 상남면 예림리,,,,,
보경종합동물병원,548410025,경상북도 안동시 당북동,,,,,
보계동물병원,553740488,경상남도 양산시 중부동,,,,,
보광동물병원,27909808,서울특별시 용산구 보광동,,,,,
보광동물병원,448625852,세종특별자치시 연서면 봉암리,,,,,
보노보노동물병원,29035525,서울특별시 강북구 수유동,,,,,
보담동물병원,24947775,서울특별시 중랑구 면목동,,,,,
보드미동물병원,438430075,충청북도 충주시 교현동,,,,,
보드미동물병원,315727571,,,,,,
보드미동물병원,544755775,경상북도 구미시 옥계동,,,,,
보듬 동물병원,518941202,부산광역시 부산진구 가야동,,,,,
보듬동물병원,269547544,서울특별시 도봉구 쌍문동,,,,,
보듬동물병원,324670275,인천광역시 남동구 서창동,,,,,
보라매동물병원,28852130,서울특별시 관악구 봉천동,,,,,
보라매웰종합동물병원,232807975,서울특별시 동작구 대방동,108-20-52794,,,,
보라종합동물병원,318936119,경기도 용인시 기흥구 보라동,,,,,
보람동물병원,,경상북도 영주시 휴천동,,,,,
보람동물병원,,경상북도 문경시 흥덕동,,,,,
보람동물병원,324291673,인천광역시 남동구 구월동,,,,,
보람동물병원,629727900,광주광역시 광산구 선암동,,,,,
보람동물병원,24345465,서울특별시 중랑구 면목동,,,,,
보람동물병원,24657582,서울특별시 광진구 군자동,,,,,
보람동물병원,316689935,경기도 평택시 고덕면 동청리,,,,,
보람동물병원,,경기도 파주시 적성면 구읍리,,,,,
보람동물병원,557475658,경상남도 진주시 평거동,,,,,
보람동물병원,29177582,서울특별시 성북구 장월로1길 57 (상월곡동),109-06-29136,,,,
보령동물병원,419340013,충청남도 보령시 동대동,,,,,
보령축협 동물병원,419336161,충청남도 보령시 대천동,,,,,
보바인 동물병원,,경기도 화성시 장안면 수촌리,,,,,
보비동물병원,325246959,인천광역시 부평구 산곡동,,,,,
보성동물병원,,전라남도 보성군 보성읍 주봉리,,,,,
보성통증동물병원,29438376,서울특별시 성북구 정릉동,,,,,
보아스동물병원,,충청남도 당진군 당진읍 읍내리,,,,,
보우동물병원,323437582,경기도 부천시 옥길동,,,,,
보우종합동물병원,548557100,경상북도 안동시 안기동,,,,,
보은옥천영동축협 동물병원,435422201,충청북도 보은군 보은읍 이평리,,,,,
보정동물병원,318983708,경기도 용인시 기흥구 보정동,,,,,
복현동물병원,,대구광역시 북구 산격동,,,,,
본 동물메디컬센터,536347582,대구광역시 달서구 진천동,,,,,
본 동물의료센터,312488275,경기도 수원시 장안구 조원동,815-06-00059,,,,
본리종합동물병원,535678275,대구광역시 달서구 장기동,,,,,
본오365동물병원,314370365,경기도 안산시 상록구 본오동,,,,,
본펫동물병원,624478575,광주광역시 서구 광천동,,,,,
봄 동물병원,,전라북도 고창군 고수면 부곡리,,,,,
봄나래동물병원,312179559,,,,,,
봄날동물병원,269490413,서울특별시 양천구 목동,692-02-01520,,,,
봄날동물의료센터,3180547582,경기도 평택시 비전동,,,,,
